id,description,neighbourhood,latitude,longitude,room_type,accommodates,number_of_reviews,review_scores_rating,host_is_superhost,availability_30,availability_365,amenity_count,description_clean,desc_word_count,log_price,bedrooms_per_guest,bathrooms_per_guest,beds_per_guest,log_price_norm,geo_cluster
138592,"Award-winning Dolores Heights Victorian renovated in a modernist style by renowned architect, featuring four bedrooms, two baths on two light-filled levels.  Centrally located between the Mission, Castro and Noe Valley, this location can't be beat!",Noe Valley,37.75635,-122.42864,Entire home/apt,8,38,4.92,f,0,221,64,awardwinning dolores heights victorian renovated in a modernist style by renowned architect featuring four bedrooms two baths on two lightfilled levels  centrally located between the mission castro and noe valley this location cant be beat,35,6.912742820493176,0.5,0.25,0.625,0.7652505769641504,13
144978,,Pacific Heights,37.79233,-122.42431,Private room,1,124,4.67,t,30,270,22,,0,4.07753744390572,1.0,1.5,1.0,0.15329881007697008,10
147443,"The perfect place to enjoy VIEWS atop Noe Valley, the most central location within San Francisco. This 2nd story walk-up unit has hardwood floors, recessed lights w/ dimmers, large empty closets, and luxury bathrooms. Free HD Cable with DVR and HBO. Free high speed wifi. Huge sunny patio w/ hammock, sun lounger and zen rock garden. [DISCLAIMER: In extenuating circumstances, you may be asked to move to a newly renovated 3rd story unit w/ same interior floor plan.]",Diamond Heights,37.74633,-122.44591,Entire home/apt,4,107,4.6,t,10,254,46,the perfect place to enjoy views atop noe valley the most central location within san francisco this 2nd story walkup unit has hardwood floors recessed lights w dimmers large empty closets and luxury bathrooms free hd cable with dvr and hbo free high speed wifi huge sunny patio w hammock sun lounger and zen rock garden disclaimer in extenuating circumstances you may be asked to move to a newly renovated 3rd story unit w same interior floor plan,78,5.247024072160486,0.5,0.375,0.75,0.4057212322483183,21
148627,"Street parking only. Please follow all signs.<br /><br />Enjoy a wonderful respite at our romantic studio with your own private garden and full kitchen. Walk to everything, just two blocks from the water, shops and restaurants await in literally every direction from our home.<br /><br />Easy 24 hour self-check in.",Marina,37.79961,-122.42771,Entire home/apt,1,121,4.31,t,0,185,33,street parking only please follow all signs  enjoy a wonderful respite at our romantic studio with your own private garden and full kitchen walk to everything just two blocks from the water shops and restaurants await in literally every direction from our home  easy 24 hour selfcheck in,48,4.812184355372417,1.0,1.0,1.0,0.31186526851511337,10
148769,"Located only 7 minutes from UCSF, this is the ground floor in-law unit that can be booked separately or in conjunction with the two bedroom unit upstairs. This unit has private access to its own bedroom, full bath, kitchenette and garage parking for 1 vehicle. It also has direct access to the shared upstairs backyard.",Twin Peaks,37.75045,-122.44956,Entire home/apt,2,99,4.19,t,2,329,35,located only 7 minutes from ucsf this is the ground floor inlaw unit that can be booked separately or in conjunction with the two bedroom unit upstairs this unit has private access to its own bedroom full bath kitchenette and garage parking for 1 vehicle it also has direct access to the shared upstairs backyard,55,4.382026634673881,0.5,0.5,0.5,0.21901986853267183,21
150347,"Live right around the corner from amazing restaurants, cafes, shopping in one of the most walkable neighborhoods in San Francisco.  Wanna play tennis or people watch in the park—take a short stroll to Dolores Park.  Want to catch the latest Christopher Nolan movie?—Alamo Draft house is 3 blocks away. Want the best ice cream in SF?—Bi Rite Creamery is walkable. Feel like having top notch Indian, Mexican, Sushi, Ethiopian, Italian, Greek, Burmese, or Salvadoran food?—All of it is walkable :)",Mission,37.75981,-122.4188,Entire home/apt,4,135,4.74,t,12,282,29,live right around the corner from amazing restaurants cafes shopping in one of the most walkable neighborhoods in san francisco  wanna play tennis or people watch in the parktake a short stroll to dolores park  want to catch the latest christopher nolan moviealamo draft house is 3 blocks away want the best ice cream in sfbi rite creamery is walkable feel like having top notch indian mexican sushi ethiopian italian greek burmese or salvadoran foodall of it is walkable,79,5.0369526024136295,0.5,0.25,0.5,0.3603793292786975,9
175090,"This cozy unit is located in the heart of the financial district. Located just off Union Square in the financial district. Walk to Moscone Center. Close to the Ferry building, North Beach and Market Street. This small studio has a queen size bed, twin size sleeper sofa and expandable dining room table.  Efficiency kitchenette. Shared roof top deck.  Fantastic restaurants just outside your door.  Close to public transportation. 2 person maximum, infants are considered one person.",Financial District,37.79203,-122.40284,Entire home/apt,2,33,4.5,t,6,216,32,this cozy unit is located in the heart of the financial district located just off union square in the financial district walk to moscone center close to the ferry building north beach and market street this small studio has a queen size bed twin size sleeper sofa and expandable dining room table  efficiency kitchenette shared roof top deck  fantastic restaurants just outside your door  close to public transportation 2 person maximum infants are considered one person,76,4.442651256490317,0.0,0.5,0.5,0.23210510910952512,4
175102,"Fantastic location in the financial district just off Union Square. Walk to Moscone Center.  Close to the Ferry building, North Beach and Market Street. This large studio has a queen bed, full size sleeper sofa and full kitchen with dishwasher, washer and dryer, garbage disposal and full-size refrigerator. Shared roof top deck. Perfect for interns, business travelers or vacationers. Fantastic restaurants outside your door.",Chinatown,37.79175,-122.4045,Entire home/apt,2,58,4.75,t,0,171,30,fantastic location in the financial district just off union square walk to moscone center  close to the ferry building north beach and market street this large studio has a queen bed full size sleeper sofa and full kitchen with dishwasher washer and dryer garbage disposal and fullsize refrigerator shared roof top deck perfect for interns business travelers or vacationers fantastic restaurants outside your door,64,4.59511985013459,0.0,0.5,0.5,0.2650139862038961,4
183859,"Despite what you've heard or read, San Francisco remains an amazing town, that's once again reinventing itself.  A.I.'s  here so thank you for joining us for the next chapter.",Glen Park,37.73604,-122.43777,Entire home/apt,4,371,4.89,t,4,299,40,despite what youve heard or read san francisco remains an amazing town thats once again reinventing itself  ais  here so thank you for joining us for the next chapter,29,5.564520407322694,0.5,0.25,0.5,0.4742497575139461,5
193292,,Noe Valley,37.75117,-122.42567,Private room,1,63,4.93,f,2,337,7,,0,4.605170185988092,1.0,0.5,1.0,0.26718325437548895,13
208714,,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,2,79,4.77,f,29,364,23,,0,5.529429087511423,0.5,0.5,0.5,0.4666756341935548,4
208831,"Classic San Francisco home (Edwardian) in the heart of San Francisco.  Located 10 minutes walk from: Fisherman's Wharf, Little Italy, Chinatown, Coit Tower, Lombard (Crookedest) Street, great cafes and restaurants, plus the cable car stops just around the corner.  SAFETY:  I'm fully vaccinated against Covid.  I hope that you are too.  My home is a safe space for folks from all minority and marginalized groups.  I welcome Guests of all races, faiths, genders and sexual orientations.",Russian Hill,37.80121,-122.41339,Entire home/apt,2,684,4.82,f,5,226,47,classic san francisco home edwardian in the heart of san francisco  located 10 minutes walk from fishermans wharf little italy chinatown coit tower lombard crookedest street great cafes and restaurants plus the cable car stops just around the corner  safety  im fully vaccinated against covid  i hope that you are too  my home is a safe space for folks from all minority and marginalized groups  i welcome guests of all races faiths genders and sexual orientations,76,5.017279836814924,0.5,0.5,0.5,0.35613315234664916,18
209514,Here are the links to all of the Rooms:<br /><br /><br />Room 1<br />https://www.airbnb.com/rooms/212783<br /><br /><br />Room 2<br />https://www.airbnb.com/rooms/209514<br /><br /><br />Room 3<br />https://www.airbnb.com/rooms/220418<br /><br /><br />Room 4<br />https://www.airbnb.com/rooms/213532<br /><br /><br />Room 5<br />https://www.airbnb.com/rooms/997382,Haight Ashbury,37.77255,-122.44985,Private room,2,680,4.72,t,24,357,24,here are the links to all of the rooms   room 1 httpswwwairbnbcomrooms212783   room 2 httpswwwairbnbcomrooms209514   room 3 httpswwwairbnbcomrooms220418   room 4 httpswwwairbnbcomrooms213532   room 5 httpswwwairbnbcomrooms997382,24,4.5217885770490405,0.5,1.0,0.5,0.24918613736325887,24
212783,Here are the links to all of the Rooms:<br /><br /><br />Room 1<br />https://www.airbnb.com/rooms/212783<br /><br /><br />Room 2<br />https://www.airbnb.com/rooms/209514<br /><br /><br />Room 3<br />https://www.airbnb.com/rooms/220418<br /><br /><br />Room 4<br />https://www.airbnb.com/rooms/213532<br /><br /><br />Room 5<br />https://www.airbnb.com/rooms/997382,Haight Ashbury,37.77085,-122.44814,Private room,4,664,4.63,t,22,352,22,here are the links to all of the rooms   room 1 httpswwwairbnbcomrooms212783   room 2 httpswwwairbnbcomrooms209514   room 3 httpswwwairbnbcomrooms220418   room 4 httpswwwairbnbcomrooms213532   room 5 httpswwwairbnbcomrooms997382,24,4.584967478670572,0.25,0.5,0.5,0.2628226946287587,24
